Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
2006,Finance,Male,30,Associate,2016-05-17,6,Master,4,55220.53,51,25,2,6,100,7,60,3,3.3,False
2007,IT,Male,21,Associate,2017-12-27,2,PhD,3,40188.71,51,24,6,9,0,11,57,3,4.62,False
2008,HR,Female,21,Analyst,2023-08-29,10,PhD,5,66581.94,52,23,1,7,25,12,74,2,4.37,False
2009,HR,Female,29,Analyst,2022-09-16,1,PhD,3,30538.95,38,14,0,8,25,6,11,3,4.09,True
2010,Sales,Female,36,Developer,2020-03-20,3,Master,4,47857.77,38,24,9,8,100,13,68,3,1.66,False
2011,IT,Male,38,Developer,2018-06-28,6,Diploma,3,51604.57,47,25,19,6,50,9,32,2,4.11,False
2012,Operations,Female,32,Executive,2019-11-13,5,PhD,5,57024.95,58,25,20,2,100,14,76,2,1.98,False
2013,Legal,Male,24,Associate,2025-09-23,4,MBA,4,38945.39,36,15,4,1,75,10,31,0,2.62,True
2014,HR,Male,36,Analyst,2018-01-03,0,MBA,4,38768.03,51,25,13,7,25,10,42,3,4.91,False
2015,Legal,Male,27,Manager,2016-12-05,2,PhD,3,34588.03,41,24,12,5,25,13,66,1,2.63,False
2016,HR,Female,30,Analyst,2018-07-25,0,Master,3,27764.59,55,25,3,3,25,4,9,2,1.89,False
2017,IT,Male,30,Executive,2015-08-25,0,MBA,2,23483.96,44,20,7,5,25,3,6,1,4.78,False
2018,Legal,Female,38,Lead,2024-09-11,2,MBA,3,34920.23,40,20,1,10,75,12,29,2,1.67,False
2019,Legal,Female,40,Lead,2024-11-25,8,Diploma,4,54593.12,55,22,7,2,100,8,70,1,3.68,False
2020,Marketing,Male,34,Manager,2026-02-18,6,PhD,3,50231.09,41,24,5,4,0,4,46,3,1.97,False
2021,HR,Male,36,Lead,2020-03-30,0,Master,2,30067.25,51,25,7,5,100,5,11,3,3.19,False
2022,Marketing,Male,31,Lead,2026-01-08,2,MBA,4,38415.7,43,17,12,4,50,10,69,1,1.23,False
2023,Sales,Male,24,Executive,2015-08-19,10,Bachelor,4,60773.91,50,24,8,7,25,3,48,1,2.04,False
2024,Finance,Male,30,Lead,2023-03-08,10,PhD,4,57169.09,46,18,11,8,50,4,78,2,2.56,False
2025,Finance,Male,38,Associate,2020-07-09,8,Diploma,4,53724.41,58,25,19,6,25,3,54,1,4.81,False
2026,Legal,Male,30,Developer,2017-03-05,4,Master,4,40327.62,44,16,17,1,100,5,37,1,4.59,False
2027,Legal,Female,28,Developer,2022-08-14,8,Bachelor,3,57729.62,40,19,1,3,75,4,52,2,2.84,False
2028,Marketing,Female,29,Lead,2018-11-11,6,Bachelor,3,47027.52,39,25,2,9,25,14,18,1,2.11,False
2029,Finance,Male,25,Analyst,2021-09-06,5,Master,3,42094.46,43,25,1,3,75,3,15,1,4.55,False
2030,HR,Female,36,Developer,2016-11-18,6,Master,3,46666.24,49,20,12,9,75,5,42,1,1.27,True
2031,IT,Male,40,Executive,2022-08-20,5,Bachelor,4,48978.09,60,25,2,0,50,7,65,3,2.16,False
2032,HR,Female,26,Manager,2023-09-28,5,Diploma,4,43418.26,50,23,3,0,50,5,80,1,1.53,False
2033,Marketing,Male,34,Analyst,2019-11-09,2,Bachelor,3,34848.95,38,21,17,3,100,6,36,0,3.8,False
2034,Finance,Male,22,Analyst,2020-07-19,4,PhD,4,43702.37,35,20,5,6,100,12,76,1,4.5,False
2035,Sales,Female,37,Executive,2025-04-06,6,PhD,3,47134.8,53,25,5,10,100,6,7,3,1.7,False
2036,HR,Male,30,Analyst,2024-04-19,4,PhD,5,36109.66,52,23,18,6,50,6,74,1,4.36,False
2037,HR,Male,26,Lead,2015-02-27,2,PhD,4,35547.5,39,19,17,6,25,7,45,2,2.03,False
2038,Legal,Male,27,Lead,2015-07-20,10,Master,4,60194.81,59,25,5,0,50,9,69,0,4.73,False
2039,Finance,Male,29,Lead,2020-10-14,3,MBA,4,40652.75,56,19,4,2,0,7,38,1,4.63,False
2040,HR,Male,33,Executive,2024-10-31,1,Diploma,3,37542.59,40,18,7,0,100,8,20,3,2.77,False
2041,Legal,Female,25,Manager,2019-07-29,4,PhD,2,43330.69,56,25,15,10,75,10,27,0,3.1,False
2042,Operations,Male,28,Developer,2019-09-03,10,Diploma,5,66852.64,42,21,17,5,0,7,42,2,3.13,False
2043,IT,Male,24,Lead,2024-10-12,7,Bachelor,4,50373.02,38,20,7,9,50,10,60,0,2.37,False
2044,IT,Female,36,Executive,2015-06-15,2,Diploma,3,38857.42,57,25,0,1,0,13,39,1,3.23,False
2045,Marketing,Female,33,Associate,2023-03-01,10,Diploma,3,61679.13,43,18,17,9,100,10,11,2,2.24,False
2046,Operations,Female,34,Manager,2017-08-01,8,Diploma,3,56343.45,44,21,10,8,50,12,47,2,4.47,False
2047,Legal,Female,28,Executive,2019-03-22,10,PhD,4,66759.97,49,17,1,7,75,5,72,2,1.62,False
2048,IT,Female,42,Developer,2024-12-20,2,MBA,3,39400.19,38,20,1,3,50,9,67,3,1.08,True
2049,Marketing,Female,27,Manager,2017-10-11,4,Master,3,44350.18,43,22,0,10,100,14,43,3,4.39,False
2050,IT,Male,25,Analyst,2022-12-24,4,PhD,3,46509.27,53,25,10,4,0,5,36,3,1.54,True
2051,Operations,Female,35,Analyst,2017-03-07,10,PhD,3,62882.43,55,25,16,8,75,12,18,2,1.73,False
2052,HR,Female,24,Associate,2021-06-27,7,Bachelor,3,52426.12,48,25,6,10,25,5,19,1,3.27,False
2053,Operations,Male,37,Lead,2017-02-13,2,MBA,3,27853.91,52,25,3,2,50,12,48,0,4.53,False
2054,Sales,Male,33,Associate,2020-07-05,10,Diploma,4,63405.07,53,25,2,2,0,9,20,2,4.52,False
2055,IT,Male,33,Manager,2019-06-14,3,Diploma,4,36100.22,56,25,18,4,50,10,46,1,1.02,False
2056,Finance,Male,37,Analyst,2019-10-06,4,MBA,4,36820.3,54,25,7,1,25,3,44,0,4.91,False
2057,Operations,Female,38,Analyst,2024-03-25,3,Bachelor,2,33379.32,38,17,15,10,100,10,30,1,1.31,False
2058,Finance,Male,32,Lead,2015-04-10,6,Master,4,50560.93,58,25,19,8,25,7,46,0,2.68,True
2059,Finance,Female,33,Lead,2022-11-15,1,Bachelor,4,29556.68,54,23,16,9,0,4,31,2,1.8,False
2060,Sales,Male,27,Lead,2016-07-02,3,MBA,5,48144.04,47,25,15,0,50,6,52,3,4.67,False
2061,IT,Male,21,Manager,2015-01-03,10,Diploma,3,51281.7,60,25,20,3,75,6,24,0,4.09,True
2062,Marketing,Male,28,Associate,2018-06-28,2,Master,3,38073.29,60,25,19,5,50,12,66,2,3.24,False
2063,Sales,Female,21,Manager,2018-01-13,3,Diploma,3,46525.57,47,23,12,9,25,14,30,3,4.37,False
2064,IT,Male,30,Associate,2024-07-19,10,Bachelor,4,66228.99,36,15,5,5,25,3,21,2,2.01,False
2065,Legal,Male,39,Lead,2015-08-18,5,MBA,4,46132.69,53,17,4,1,50,14,69,0,3.28,False
2066,Operations,Female,30,Lead,2019-09-03,10,MBA,4,65885.86,45,21,18,9,100,3,48,3,4.45,False
2067,Finance,Female,34,Manager,2023-02-27,6,Bachelor,2,45964.88,40,25,9,10,50,4,38,3,1.62,False
2068,HR,Female,29,Associate,2022-08-18,10,PhD,2,55945.89,60,25,1,8,100,4,13,0,3.66,False
2069,IT,Male,32,Manager,2022-03-19,9,Master,5,61072.59,55,25,13,3,25,12,66,1,4.86,False
2070,IT,Female,30,Analyst,2018-10-23,10,PhD,5,66682.39,59,25,17,7,100,8,79,1,4.14,False
2071,Operations,Female,37,Analyst,2019-01-20,7,Diploma,4,59123.01,49,25,12,0,100,11,51,3,2.11,False
2072,Finance,Male,32,Analyst,2024-04-21,9,Master,3,64002.64,35,17,7,6,0,4,45,3,1.82,False
2073,Marketing,Male,21,Lead,2024-06-25,8,MBA,3,57591.63,59,25,14,9,25,9,27,1,4.74,False
2074,Sales,Female,25,Analyst,2016-03-28,6,MBA,4,45788.75,47,23,12,10,0,6,78,0,2.04,False
2075,IT,Female,29,Manager,2025-04-12,0,Master,4,33872.88,41,19,11,1,75,6,50,2,3.18,False
2076,Marketing,Female,25,Executive,2017-11-14,3,Diploma,3,42969.78,57,20,17,4,100,5,27,2,3.39,False
2077,HR,Male,32,Analyst,2023-10-19,4,Master,3,44898.38,44,19,10,2,50,4,16,1,2.4,False
2078,Finance,Male,28,Executive,2017-06-30,4,Bachelor,4,44119.94,50,25,15,4,50,9,79,3,2.64,False
2079,IT,Female,21,Analyst,2017-08-27,8,PhD,4,58991.15,56,25,9,3,25,6,29,3,2.22,False
2080,Marketing,Male,35,Associate,2024-01-23,3,PhD,3,33355.13,45,21,15,0,100,6,69,0,2.66,False
2081,Finance,Female,29,Developer,2016-01-15,9,MBA,3,52687.91,35,17,19,10,0,10,63,1,1.15,False
2082,HR,Female,27,Developer,2024-01-27,3,Master,4,37303.96,60,25,20,1,75,10,51,0,4.7,False
2083,Sales,Female,31,Analyst,2015-01-05,6,Diploma,3,51836.74,50,25,18,8,0,5,66,2,4.87,False
2084,Marketing,Female,30,Developer,2018-11-23,8,Diploma,5,56050.14,41,23,7,1,25,12,78,2,3.32,False
2085,IT,Male,24,Developer,2025-01-15,2,Bachelor,4,42146.15,46,24,13,0,75,12,32,2,3.57,False
2086,Sales,Female,29,Associate,2021-03-20,10,MBA,2,57189.6,56,25,1,5,0,11,18,2,2.85,False
2087,Operations,Female,24,Executive,2022-03-21,5,Bachelor,3,44250.01,39,25,14,0,100,13,16,2,2.8,False
2088,Finance,Male,43,Analyst,2023-01-20,6,Diploma,4,52347.47,53,25,18,2,0,8,51,1,4.58,False
2089,Marketing,Male,30,Analyst,2021-02-23,3,PhD,2,40970.05,48,25,7,10,25,9,56,0,1.15,True
2090,Sales,Male,33,Executive,2021-04-19,7,MBA,4,57049.64,40,18,13,2,0,11,39,3,1.39,False
2091,Marketing,Female,38,Manager,2021-04-18,2,MBA,4,36439.06,48,25,10,1,75,7,37,0,1.38,False
2092,Finance,Male,40,Manager,2015-04-18,3,PhD,3,35819.4,54,25,9,7,50,12,24,2,4.57,False
2093,Legal,Male,29,Manager,2025-05-20,1,Master,3,30897.41,53,23,7,10,25,5,25,1,1.83,False
2094,Sales,Female,40,Analyst,2017-04-27,9,MBA,4,59361.46,56,24,16,3,100,6,66,1,1.78,False
2095,HR,Female,21,Associate,2018-03-30,2,PhD,3,43832.01,37,25,15,3,50,10,10,3,2.51,False
2096,HR,Male,38,Associate,2017-09-27,5,Master,4,42239.96,49,23,18,3,100,13,58,0,4.9,False
2097,Finance,Female,42,Associate,2023-05-28,7,Bachelor,3,50686.04,35,11,18,10,50,13,22,2,2.4,False
2098,HR,Female,34,Executive,2020-06-14,7,MBA,4,54920.87,43,25,9,7,0,3,64,0,4.25,False
2099,Marketing,Female,34,Analyst,2017-07-18,5,Master,3,45156.12,57,25,20,5,50,7,51,1,2.06,False
2100,IT,Male,34,Executive,2015-09-21,9,Master,3,50276.84,49,25,7,8,25,14,79,1,2.05,True
2101,Finance,Male,25,Associate,2019-11-10,3,MBA,3,40158.03,40,23,14,4,0,10,10,1,4.14,False
2102,HR,Male,28,Associate,2016-12-02,3,Bachelor,4,43396.9,47,18,18,1,50,6,5,2,3.7,False
2103,Marketing,Female,30,Associate,2025-08-20,5,PhD,2,47838.05,51,25,4,1,0,5,14,3,3.08,False
2104,Sales,Female,38,Developer,2017-09-19,2,PhD,3,36835.8,45,25,2,1,25,13,26,3,4.94,False
2105,Legal,Female,36,Analyst,2026-01-14,8,MBA,5,62922.18,35,15,6,0,0,10,66,3,1.16,False
2106,Legal,Female,36,Analyst,2021-03-14,6,PhD,3,49686.88,37,14,8,2,0,10,24,0,3.17,False
2107,Marketing,Male,35,Analyst,2015-07-21,8,Bachelor,2,52390.69,56,25,14,10,75,13,11,1,3.45,False
2108,Finance,Female,33,Associate,2020-12-14,8,Bachelor,3,49168.51,46,25,13,5,50,4,23,2,3.56,False
2109,IT,Male,32,Manager,2023-05-23,7,Bachelor,4,46329.99,55,25,20,9,50,14,54,3,4.29,False
2110,Finance,Male,28,Manager,2020-01-26,9,Diploma,2,58342.21,48,25,15,9,0,12,8,3,4.07,False
2111,HR,Female,27,Analyst,2021-01-15,3,Diploma,4,41584.4,51,18,8,10,75,3,45,3,3.25,False
2112,Sales,Male,34,Manager,2019-08-08,0,Diploma,3,28460.18,48,17,10,9,100,7,38,2,3.4,False
2113,IT,Female,40,Lead,2018-09-29,3,Master,3,40106.83,59,20,7,4,75,5,11,2,4.47,False
2114,IT,Female,31,Executive,2021-08-31,8,Diploma,4,61349.59,41,23,10,5,50,13,29,3,1.66,False
2115,Finance,Female,39,Developer,2017-03-05,9,Bachelor,3,51968.88,56,25,20,10,75,4,11,1,4.28,False
2116,Operations,Male,33,Analyst,2024-09-26,3,Master,3,39450.95,36,18,1,1,0,11,32,1,3.76,False
2117,Sales,Female,25,Manager,2020-04-26,7,PhD,4,53877.98,41,21,10,6,50,11,55,3,3.87,False
2118,Operations,Male,29,Analyst,2020-06-06,1,Diploma,3,28637.1,37,11,19,2,100,10,48,1,2.57,False
2119,IT,Male,37,Developer,2022-11-15,6,Bachelor,3,51980.32,44,23,2,7,50,14,23,2,1.38,False
2120,HR,Female,31,Analyst,2016-07-09,3,Master,3,35308.02,45,22,18,1,100,12,20,0,2.09,False
2121,Operations,Female,28,Manager,2015-04-28,4,MBA,3,36314.23,56,25,19,9,75,12,26,0,2.87,False
2122,Marketing,Male,32,Associate,2024-12-16,1,Bachelor,4,36655.29,46,22,19,4,0,8,50,2,1.16,False
2123,Marketing,Male,31,Lead,2021-02-17,2,Master,3,32203.85,59,25,13,8,100,7,24,2,2.63,False
2124,Operations,Female,30,Lead,2023-09-12,4,MBA,3,36434.28,40,17,3,0,25,13,49,0,3.63,False
2125,Operations,Male,22,Associate,2018-07-13,2,PhD,4,40157.06,39,25,6,4,100,14,10,1,3.52,False
2126,HR,Female,30,Developer,2020-11-04,5,MBA,3,48916.03,55,25,20,9,75,8,35,2,3.78,False
2127,Marketing,Male,29,Executive,2023-12-15,9,Bachelor,5,69423.01,48,25,4,8,100,9,76,2,4.78,False
2128,Finance,Male,34,Executive,2015-02-11,10,PhD,3,53540.15,49,21,18,10,100,6,21,0,4.55,False
2129,Finance,Male,33,Analyst,2024-06-05,10,PhD,3,56376.54,37,21,5,7,75,6,25,0,2.88,True
2130,IT,Male,31,Lead,2021-05-02,9,Master,3,51575.38,41,22,15,7,50,8,15,0,3.07,False
2131,HR,Male,44,Developer,2025-05-02,7,MBA,3,58027.28,46,25,13,7,75,13,26,2,3.88,False
2132,Marketing,Male,35,Manager,2021-05-07,8,Master,4,63815.38,50,17,5,8,25,11,61,3,1.04,False
2133,Sales,Female,34,Executive,2016-05-15,0,MBA,5,32807.15,52,22,12,7,75,14,78,3,3.73,False
2134,Marketing,Male,21,Analyst,2025-10-01,1,Diploma,4,35564.0,37,21,17,1,0,8,45,2,3.32,False
2135,Finance,Female,21,Executive,2017-09-05,4,Master,3,40198.9,47,25,2,7,100,9,29,0,1.48,False
2136,Sales,Female,36,Manager,2019-11-26,4,PhD,3,37502.04,37,22,2,9,50,4,13,0,1.06,False
2137,IT,Male,24,Lead,2015-08-08,3,MBA,2,34981.53,53,25,8,4,75,4,29,0,1.65,False
2138,Finance,Male,26,Manager,2016-01-16,3,Diploma,4,40241.41,52,25,18,3,50,13,70,1,3.9,True
2139,Sales,Female,26,Manager,2017-11-11,4,Bachelor,4,47234.56,50,25,9,6,75,9,9,3,3.25,False
2140,IT,Male,35,Lead,2015-02-01,10,Bachelor,4,57905.49,41,25,2,1,75,8,66,0,1.5,True
2141,Operations,Male,35,Executive,2016-12-01,4,Bachelor,2,40723.96,37,23,9,7,50,10,37,2,4.69,False
2142,Legal,Male,33,Associate,2021-04-14,10,Diploma,5,66348.4,37,21,10,4,100,6,32,1,4.84,False
2143,Finance,Female,34,Developer,2021-03-18,1,Bachelor,2,22503.35,55,21,13,9,100,13,15,1,4.96,False
2144,HR,Female,24,Lead,2019-09-10,10,Master,4,59782.71,55,23,0,1,0,9,40,0,1.58,False
2145,Finance,Male,31,Analyst,2016-12-07,7,Master,4,53425.98,58,25,0,6,100,13,45,1,2.43,False
2146,IT,Male,45,Developer,2020-06-13,9,PhD,5,59579.0,41,14,16,1,25,6,48,1,1.02,False
2147,Operations,Female,26,Lead,2025-07-10,3,Master,3,44613.87,37,16,20,6,25,14,8,2,3.28,False
2148,Marketing,Male,21,Executive,2019-06-18,8,Master,4,55829.3,51,25,17,10,75,3,77,0,1.44,False
2149,Legal,Male,24,Associate,2018-06-24,8,Master,4,54725.93,38,21,4,0,50,10,17,1,2.81,False
2150,IT,Female,26,Analyst,2023-12-10,7,Master,3,48800.39,35,14,18,4,25,3,20,1,4.69,False
2151,Operations,Female,29,Lead,2020-01-25,7,Diploma,3,48374.91,48,25,1,9,25,5,23,2,1.9,False
2152,IT,Female,33,Associate,2020-08-23,5,MBA,4,45223.36,39,25,16,9,50,3,50,2,4.95,False
2153,Legal,Male,33,Executive,2017-04-27,9,Diploma,5,63202.0,53,24,3,10,50,13,72,1,3.96,True
2154,Marketing,Female,30,Executive,2019-06-11,6,MBA,3,44319.44,39,25,14,6,0,3,31,0,4.04,True
2155,Sales,Female,32,Manager,2022-10-19,7,PhD,4,55179.68,60,25,1,2,25,3,78,3,2.3,False
2156,Marketing,Female,30,Associate,2024-01-02,5,PhD,4,49271.63,36,23,20,0,0,3,49,2,2.76,False
2157,HR,Female,25,Developer,2022-07-23,1,MBA,4,35935.35,39,25,7,9,0,10,77,3,2.31,False
2158,Operations,Female,32,Developer,2024-09-22,5,Diploma,2,34642.04,55,25,18,0,0,3,20,0,2.33,True
2159,HR,Male,37,Manager,2018-02-28,9,Diploma,3,53007.64,38,20,13,3,100,7,42,2,3.8,False
2160,Sales,Male,39,Lead,2021-10-22,1,MBA,3,33476.55,54,25,10,5,0,11,58,2,4.08,False
2161,IT,Male,24,Analyst,2018-02-28,9,Master,4,59504.44,53,25,13,7,25,3,13,0,2.01,False
2162,HR,Female,34,Associate,2021-08-14,2,MBA,5,39984.27,39,19,12,7,0,11,75,1,1.93,False
2163,Marketing,Male,29,Developer,2023-09-14,1,Master,2,28188.96,51,20,2,8,25,5,14,0,2.67,False
2164,Finance,Male,28,Associate,2015-06-14,2,Master,2,35169.85,53,18,12,3,100,5,15,0,3.55,False
2165,Sales,Female,27,Executive,2021-05-08,10,MBA,3,62279.76,42,17,4,6,100,8,6,3,2.63,False
2166,IT,Male,34,Executive,2016-10-17,3,Bachelor,4,48614.53,45,24,9,7,75,3,48,3,2.17,False
2167,Sales,Female,26,Analyst,2016-06-26,9,Bachelor,3,53071.21,42,18,11,5,100,8,24,0,2.01,False
2168,IT,Male,21,Associate,2015-05-20,5,Master,3,41907.64,51,25,14,0,0,12,40,1,3.43,False
2169,HR,Female,27,Developer,2025-09-03,4,Master,2,35601.51,41,25,9,9,25,3,17,0,4.93,False
2170,Sales,Female,38,Associate,2024-07-31,4,Master,3,45454.33,58,25,14,0,25,14,15,2,4.85,True
2171,HR,Female,29,Manager,2017-07-20,3,MBA,3,38166.63,54,25,3,8,0,3,24,1,1.13,False
2172,Marketing,Female,32,Manager,2024-07-25,10,Bachelor,3,56585.19,55,25,5,4,50,6,29,1,3.91,False
2173,Operations,Male,29,Manager,2024-08-13,7,Diploma,3,50295.76,49,25,15,1,75,7,29,1,1.5,True
2174,IT,Female,38,Analyst,2025-08-12,1,Diploma,2,36707.78,53,23,17,6,0,13,34,2,3.34,False
2175,IT,Male,34,Executive,2016-10-29,10,Master,4,70218.72,57,25,1,9,100,8,66,3,3.24,False
2176,HR,Female,46,Manager,2018-10-27,4,Diploma,4,43682.2,51,25,17,7,25,9,78,1,2.8,False
2177,Marketing,Male,35,Analyst,2016-08-24,0,Master,3,39618.06,47,19,17,4,25,6,38,2,3.14,False
2178,Legal,Male,23,Associate,2020-12-24,2,Bachelor,4,34401.59,47,22,12,0,100,3,66,0,3.79,False
2179,Finance,Male,31,Executive,2018-02-06,10,Master,4,66892.41,60,22,12,0,50,9,58,3,1.31,True
2180,Sales,Female,40,Lead,2015-02-14,10,PhD,2,58227.87,59,25,18,8,100,13,27,0,2.08,False
2181,Marketing,Male,21,Developer,2015-01-02,3,MBA,3,37229.1,56,25,1,2,50,4,66,1,3.85,False
2182,Legal,Female,42,Manager,2022-04-10,5,Diploma,3,45125.23,59,25,12,9,100,8,5,1,1.23,False
2183,Operations,Male,30,Executive,2025-02-23,5,Bachelor,4,47461.08,47,25,2,2,25,6,8,2,3.99,False
2184,Marketing,Male,27,Associate,2020-11-06,6,Master,4,49063.23,50,17,13,8,25,10,61,0,1.43,False
2185,Finance,Male,26,Executive,2023-06-04,7,MBA,3,55718.86,54,24,6,4,25,11,11,3,2.61,False
2186,HR,Female,29,Manager,2015-05-17,10,Diploma,5,69452.12,47,21,3,6,75,6,50,2,3.33,False
2187,Finance,Female,31,Associate,2022-12-01,3,Diploma,3,39928.9,42,17,18,6,50,6,23,1,3.25,True
2188,Sales,Female,26,Developer,2017-03-17,7,PhD,3,44868.44,45,19,17,9,50,5,38,1,4.1,False
2189,Finance,Male,28,Associate,2021-07-02,2,PhD,4,40645.96,45,25,15,4,0,14,67,3,2.64,False
2190,Marketing,Male,40,Manager,2019-09-04,5,Master,4,48431.74,40,16,14,2,100,12,30,0,3.33,False
2191,Sales,Male,25,Developer,2020-07-07,6,MBA,4,53619.88,42,20,4,8,75,13,72,1,3.1,False
2192,Marketing,Male,30,Developer,2023-02-26,4,Bachelor,2,45623.05,44,25,8,9,75,8,7,1,2.81,True
2193,IT,Male,35,Analyst,2018-06-03,4,Master,3,41609.55,35,25,14,0,100,4,27,3,3.54,False
2194,Sales,Female,40,Associate,2022-07-15,8,Diploma,4,61735.41,39,25,9,3,25,4,70,3,4.73,False
2195,Operations,Female,29,Analyst,2017-08-03,7,Diploma,3,50683.09,57,25,17,2,25,9,63,2,1.7,False
2196,IT,Female,32,Associate,2019-02-09,4,MBA,4,42550.76,51,25,8,2,25,9,76,0,2.07,False
2197,Sales,Female,24,Manager,2019-01-25,3,PhD,4,42350.28,38,23,17,2,75,14,59,1,4.53,False
2198,Legal,Male,32,Lead,2017-05-26,8,Diploma,4,53668.54,53,25,18,2,50,11,53,1,3.12,False
2199,Operations,Male,33,Lead,2021-03-15,4,Diploma,3,42757.22,54,25,18,8,25,8,26,2,3.18,True
2200,Finance,Female,32,Developer,2017-11-17,2,PhD,5,40554.87,39,22,17,4,100,8,52,1,1.98,False
2201,HR,Male,29,Lead,2019-11-18,1,PhD,3,34293.43,57,23,7,10,25,9,29,2,4.99,False
2202,Finance,Female,32,Associate,2023-01-28,0,Master,3,30072.89,53,22,7,9,50,4,80,2,2.78,True
2203,Finance,Male,21,Developer,2018-12-01,4,Diploma,3,45916.66,53,25,9,0,0,3,62,3,3.07,True
2204,HR,Female,37,Lead,2023-02-08,3,PhD,5,42478.13,56,18,2,1,0,3,56,0,1.84,False
2205,Marketing,Female,22,Associate,2021-04-07,10,PhD,5,64136.41,38,17,4,9,75,3,57,0,3.8,False
2206,Finance,Male,24,Analyst,2018-08-21,7,MBA,5,54991.33,35,14,10,2,50,12,66,1,4.39,False
2207,Operations,Female,21,Manager,2018-07-14,7,Diploma,4,56477.6,48,25,15,3,100,7,32,3,2.95,False
2208,IT,Male,27,Manager,2022-08-27,10,Master,3,64002.18,49,25,20,5,75,5,14,3,1.3,True
2209,Legal,Female,32,Developer,2022-03-29,0,Master,2,23810.4,45,15,16,8,25,14,6,1,2.88,False
2210,Legal,Male,38,Analyst,2019-09-24,2,MBA,3,40992.96,42,24,10,8,25,8,18,3,2.61,True
2211,Operations,Male,41,Associate,2017-07-18,6,Master,4,48733.73,46,22,13,7,100,10,42,0,4.1,False
2212,HR,Female,39,Executive,2021-11-29,8,Diploma,2,51587.46,48,25,15,8,100,6,16,1,4.21,False
2213,Operations,Female,31,Manager,2019-01-08,3,Diploma,3,37637.93,43,24,6,7,25,3,31,0,3.39,False
2214,Operations,Female,26,Lead,2018-11-15,6,MBA,4,57814.12,43,25,8,4,75,12,50,3,3.33,False
2215,Legal,Male,29,Analyst,2022-10-23,4,Diploma,3,40890.12,55,25,2,10,25,9,80,1,1.15,False
2216,Sales,Female,30,Manager,2020-08-07,5,MBA,4,43884.46,40,20,1,8,25,9,67,1,1.12,False
2217,Finance,Female,34,Associate,2020-04-22,10,PhD,4,58375.17,49,25,9,5,0,14,55,0,1.26,False
2218,Sales,Male,30,Associate,2021-11-13,10,MBA,5,67252.76,60,25,6,3,100,7,70,2,2.04,False
2219,Operations,Female,35,Developer,2019-04-26,7,PhD,4,55172.52,35,18,19,6,75,8,20,2,2.05,True
2220,IT,Female,22,Executive,2019-02-27,6,Bachelor,4,54686.06,35,17,15,2,0,5,42,3,3.2,False
2221,Finance,Female,29,Analyst,2017-04-04,5,Bachelor,4,48542.89,57,25,16,10,25,8,53,2,4.86,True
2222,Marketing,Female,28,Lead,2026-02-01,6,Bachelor,4,48483.84,50,24,2,9,0,9,79,2,2.82,False
2223,Marketing,Female,28,Analyst,2023-01-02,2,Master,3,30099.2,50,24,7,7,50,14,24,0,4.72,False
2224,Legal,Female,31,Executive,2021-11-01,0,MBA,3,28108.8,37,15,8,9,0,13,62,0,1.38,True
2225,Sales,Male,32,Lead,2018-01-04,2,MBA,3,36336.0,59,25,9,5,75,9,39,3,1.29,False
2226,Marketing,Female,32,Lead,2023-06-12,6,Diploma,3,46076.09,58,25,2,3,25,4,15,1,4.63,False
2227,IT,Male,30,Developer,2020-02-11,4,Diploma,4,40959.9,42,25,12,7,75,11,26,1,2.83,False
2228,IT,Male,35,Lead,2021-11-17,8,PhD,3,52651.79,45,13,11,5,100,13,54,0,3.38,False
2229,Legal,Male,30,Executive,2021-05-28,4,MBA,4,48267.23,37,13,7,5,25,3,32,2,1.99,False
2230,HR,Female,25,Analyst,2015-04-04,6,MBA,5,53003.79,40,22,16,5,50,11,49,0,4.68,True
2231,Operations,Male,36,Manager,2021-10-28,6,PhD,3,42177.6,42,22,13,10,50,9,36,0,3.07,True
2232,IT,Male,25,Developer,2020-11-03,8,Bachelor,4,58841.07,49,16,9,3,25,12,58,3,3.96,False
2233,Finance,Male,40,Associate,2021-11-28,7,MBA,3,57229.63,49,25,13,1,50,6,35,3,1.6,False
2234,Marketing,Female,24,Executive,2025-07-19,6,Master,3,56452.37,46,25,14,4,50,12,19,2,4.07,False
2235,Legal,Male,26,Executive,2023-05-25,7,Diploma,4,53608.68,53,25,20,4,75,6,58,0,4.67,False
2236,Operations,Male,34,Associate,2015-04-04,7,Bachelor,3,52512.46,41,18,4,10,25,9,13,1,4.6,False
2237,Finance,Male,35,Associate,2022-10-24,0,Bachelor,3,27138.18,49,19,7,10,0,8,75,0,1.42,False
2238,HR,Male,30,Executive,2023-01-08,3,MBA,4,44691.32,38,21,18,10,75,6,33,2,2.19,False
2239,Marketing,Female,33,Analyst,2017-02-18,9,MBA,4,58028.52,51,25,1,7,50,8,76,0,3.16,False
2240,Marketing,Male,39,Developer,2023-10-20,1,MBA,3,31832.36,41,24,11,1,25,11,49,2,3.43,False
2241,Finance,Female,39,Lead,2016-06-23,2,Master,3,39628.55,35,17,11,7,100,6,17,3,2.87,False
2242,HR,Male,23,Manager,2020-08-31,6,PhD,3,51504.67,53,23,8,0,75,10,25,2,1.57,False
